index,ArharSplit,AttaFAQ,BajraFAQ,BananaFAQ,BesanNA,BiscuitGlucose,BlackNA,BreadLocal,BrinjalFAQ,ChickenPoultry,CoconutDry,CoconutFresh,CoconutNA,CumminNA,EggsNA,FishPomphret,GheeDesi,GingellyNA,GramSplit,GramWhole,GroundnutNA,GurLocal,JowarWhite,MaidaNA,MaizeFAQ,MasurSplit,MeatMutton,MilkCowBuffalo,MilkDairy,MoongSplit,MustardNA,OnionFAQ,PotatoFAQ,RagiFAQ,RedNA,RiceCommonCoarse,RiceFine,RiceSuperfine,SaltLoosecommon,SaltPacketiodized,SugarNA,SujiNA,TeaCtcloose,TomatoFAQ,UradSplit,VanaspatiDaldaRathAny,VanaspatiNA,WheatDesi
01012010weekIndiaAmritsar,84,17,13,25,40,5,200,15,10,120,NA,15,165,NA,36,NA,250,65,38,36,85,42,14,19,12,72,160,22,22,86,66,23,10,NA,18,22,NA,NA,10,12,42,19,NA,15,62,NA,48,NA
01022008weekIndiaAmritsar,42,12,9,20,36,3,180,12,15,80,NA,NA,100,160,30,400,160,90,34,32,95,20,12,15,10,40,140,16,16,40,60,8,7,NA,18,18,45,55,2,8,17,16,120,15,35,125,58,NA
01042005weekIndiaAmritsar,34,9.5,10,15,24,5,220,8,10,70,32,30,50,130,NA,NA,135,60,22,20,65,16,7,15,7,28,100,15,15,28,44,5,3,8,NA,14,52,58,6,7,20,12,45,8,28,NA,48,NA
01042011weekIndiaAmritsar,80,15,14,40,42,5,360,15,30,120,NA,25,165,NA,34,NA,245,65,40,NA,85,46,16,22,16,60,220,25,25,75,NA,9,10,NA,30,25,NA,NA,12,12.9,33,20,130,25,68,NA,55,NA
01052009weekIndiaAmritsar,42,12,12.5,30,35,5,160,14,15,100,NA,15,170,NA,30,NA,195,90,33,28,90,32,11.15,15,10,60,160,20,20,55,60,10,8,NA,9,20,NA,NA,NA,10,27,15,140,10,45,NA,56,NA
01062007weekIndiaAmritsar,38,12,10,25,35,10,160,12,12,80,12,15,130,140,24,NA,160,70,34,32,80,20,12,16,12,40,140,12,16,50,56,6,8,NA,14,15,35,40,2,6,16,16,110,12,50,110,57,8.8999996
01062012weekIndiaAmritsar,68,16,20,50,60,6,490,20,16,140,150,NA,120,NA,30,NA,290,90,58,56,110,55,18,18,18,60,260,32,30,84,95,8,15,NA,30,26,NA,NA,8,14,34,20,240,10,60,NA,80,NA
01072005weekIndiaAmritsar,34,9.5,10,20,24,5,220,8,6,70,32,30,50,130,22,NA,135,60,22,20,65,16,NA,15,7,28,100,15,15,28,44,6,5,8,NA,14,52,58,6,7,20,12,45,5,28,NA,48,NA
01072011weekIndiaAmritsar,72,16,15,50,42,5,300,15,13,120,NA,30,NA,NA,34,NA,270,NA,40,42,75,38,16,20,16,55,135,28,28,78,78,10,10,NA,14,26,NA,NA,12,13.9,33,18,130,15,72,NA,70,NA
01082008weekIndiaAmritsar,45,12.5,10,25,38,5,220,12,15,90,NA,NA,140,180,30,NA,170,120,35,32,110,20,12,15,10,55,150,18,18,45,75,10,6,NA,15,20,55,70,2.5,7,19,16,120,20,45,150,70,NA
01092006weekIndiaAmritsar,40,11,10,20,36,10,120,10,15,70,NA,30,65,96,15.6,NA,160,80,34,35,75,22,9,13,10,36,130,12,15,48,55,8,10,NA,60,15,32,40,5,8,21,13,27,20,48,52,55,8
01102010weekIndiaAmritsar,68,15,13,35,38,5,260,10,20,120,NA,15,165,NA,36,NA,250,65,36,34,85,40,15,20,15,60,180,22,22,72,66,25,10,NA,18,22,NA,NA,10,12,31,20,160,40,66,NA,50,NA
01122006weekIndiaAmritsar,38,12.5,12,25,45,10,140,10,12,70,NA,34,140,120,24,NA,160,70,39,40,80,22,12,14,12,38,130,11,15,50,48,8,10,34,70,14,32,40,5,8,21,14,27,15,52,52,54,10.8
02012009weekIndiaAmritsar,48,12.5,9.5,30,38,5,220,14,25,110,NA,NA,148,160,NA,NA,220,120,36,32,110,25,12,15,9.5,56,150,19,18,46,78,18,6,NA,17,21,54,60,5,10,21,15.5,140,24,48,125,48,NA
02022007weekIndiaAmritsar,35,12,12,25,36,10,140,12,15,80,NA,NA,100,120,24,200,150,80,35,35,85,20,12,14,10,36,130,12,15,45,50,13,5,32,100,15,35,40,5,8,18,15,27,15,45,52,50,10.2
02032012weekIndiaAmritsar,70,16,16,40,54,5,450,16,15,140,150,30,120,NA,40,NA,290,90,54,52,110,55,18,18,18,50,260,32,30,68,90,10,5,NA,25,22,NA,NA,8,14,33,20,180,30,60,NA,80,NA
02042010weekIndiaAmritsar,72,16,13,50,40,15,NA,NA,30,120,36,NA,165,6,36,NA,10,65,40,36,85,160,14,19,12,70,160,22,25,80,66,20,12,NA,17,22,NA,NA,12,20,42,19,66,15,52,NA,48,NA
02052008weekIndiaAmritsar,42,12.5,9,25,36,3,200,12,15,80,NA,NA,130,160,24,NA,160,100,36,34,90,20,12,15,10,46,140,18,18,42,66,7,7,NA,15,18,50,62,2,8,18,15,120,25,38,140,65,NA
02062006weekIndiaAmritsar,37,10,9,NA,26,5,160,9,8,70,NA,15,50,120,12,90,150,60,40,32,65,25,10,15,8,34,130,15,15,35,47,5,8,NA,90,14,32,40,6,7,22,12,45,6,35,50,48,7.5
02072010weekIndiaAmritsar,68,14,13,65,38,NA,NA,NA,30,120,31,NA,165,10,36,NA,10,65,36,32,85,160,15,19,12,65,160,22,25,72,66,20,10,NA,17,22,NA,NA,12,30,42,19,66,20,65,NA,48,NA
02092005weekIndiaAmritsar,34,9.5,7,20,24,5,220,8,6,70,NA,NA,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,6,5,NA,NA,14,58,52,6,7,20,12,45,5,28,NA,48,NA
02092011weekIndiaAmritsar,72,17,16,80,48,15,NA,NA,40,140,33,NA,115,14,36,NA,12,NA,48,45,70,140,16,20,18,55,235,28,30,75,75,40,20,NA,12,28,NA,NA,12,20,35,18,NA,10,65,NA,66,NA
02102009weekIndiaAmritsar,80,14,13,35,40,5,180,15,20,120,NA,15,165,NA,36,NA,240,65,38,36,85,35,14,17,10.5,72,200,22,NA,70,58,23,20,NA,NA,22,NA,NA,10,12,33,18,160,20,45,NA,48,NA
02112007weekIndiaAmritsar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02112012weekIndiaAmritsar,68,17,18,50,65,8,490,20,15,140,150,NA,120,NA,40,NA,290,90,60,60,110,55,18,18,18,65,260,32,30,82,100,10,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
02122011weekIndiaAmritsar,72,16,NA,50,42,7,325,15,10,120,NA,40,120,NA,38.400002,NA,295,82,42,40,80,50,18,20,18,55,240,32,30,76,90,12,10,NA,20,28,32,NA,8,12,35,20,160,20,62,NA,80,NA
03022006weekIndiaAmritsar,34,7.5,7,20,24,5,200,8,10,70,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,8,NA,NA,14,52,58,6,7,20,12,45,10,28,52,48,NA
03022012weekIndiaAmritsar,72,16,16,40,54,10,400,15,15,120,NA,30,120,NA,40,NA,310,90,54,52,110,55,18,18,18,50,260,32,30,68,90,15,8,NA,20,22,NA,NA,8,14,33,20,180,20,60,NA,80,NA
03032006weekIndiaAmritsar,34,10,7,20,24,5,220,8,10,70,32,30,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,8,NA,NA,14,52,58,6,7,21,12,45,10,28,NA,48,NA
03042009weekIndiaAmritsar,45,12.5,10,30,38,5,180,14,20,100,NA,15,120,NA,24,NA,190,75,38,38,95,30,11.15,14,10,60,160,20,20,45,60,16,6,NA,8,20,NA,NA,NA,10,25,14,130,10,38,NA,45,NA
03062011weekIndiaAmritsar,72,16,15,50,42,5,300,15,13,120,NA,30,NA,NA,34,NA,270,NA,40,42,75,38,16,20,16,55,NA,30,30,75,NA,8,8,NA,14,26,NA,NA,12,12.9,33,18,130,5,72,NA,66,NA
03072009weekIndiaAmritsar,42,13,13,35,30,5,160,14,20,110,NA,20,168,NA,30,NA,198,65,35,28,88,32,14,15,10.5,58,170,22,22,55,60,10,12,NA,15,20,NA,NA,NA,11,27,15,140,15,38,NA,50,NA
03082007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,15.5,130,160,24,NA,155,72,35,35,76,20,12,15,10,40,140,12,16,46,54,14,12,NA,12,16,35,40,2,7,15.5,15,100,20,40,115,52,NA
03082012weekIndiaAmritsar,68,16,22,NA,58,20,NA,NA,50,140,40,150,120,15,36,NA,8,90,54,52,110,240,18,18,18,70,260,30,30,82,95,15,8,NA,8,26,NA,NA,14,26,55,20,80,15,54,NA,80,NA
03092010weekIndiaAmritsar,68,15,13,30,38,5,260,10,20,120,NA,15,165,NA,36,NA,260,65,36,32,85,40,15,20,15,60,160,22,22,72,66,18,10,NA,18,22,NA,NA,10,12,31,20,160,40,65,NA,50,NA
03102008weekIndiaAmritsar,48,13,10,20,42,5,220,12,15,90,NA,NA,140,NA,NA,NA,200,120,40,40,NA,28,12,15,10,60,150,18,18,55,80,12,6,NA,15,20,50,60,NA,11,21,16,120,25,60,125,60,NA
03112006weekIndiaAmritsar,36,12,12,20,45,10,140,10,12,70,NA,34,70,120,24,NA,160,70,40,40,80,22,10,14,12,40,130,10,14,50,48,12,15,32,70,14,32,40,5,8,21,14,27,15,55,52,52,9
03122010weekIndiaAmritsar,68,15,13,35,38,5,270,10,20,140,NA,15,165,NA,38,NA,250,65,36,34,85,50,15,20,15,60,200,22,22,65,66,30,10,NA,NA,22,NA,NA,12,12,34,20,180,15,60,NA,55,NA
04012008weekIndiaAmritsar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04022005weekIndiaAmritsar,34,NA,10,NA,24,NA,220,NA,NA,70,NA,NA,NA,130,22,NA,135,NA,22,20,NA,16,7,15,NA,28,100,15,15,28,NA,NA,NA,8,NA,14,52,58,6,7,20,NA,NA,NA,28,NA,NA,NA
04022011weekIndiaAmritsar,75,15,13,35,38,5,270,15,25,140,NA,25,165,NA,38,NA,250,65,36,34,85,50,15,20,15,65,240,23,23,68,66,25,5,NA,34,22,NA,NA,12,12,34,20,NA,35,60,NA,55,NA
04032005weekIndiaAmritsar,34,9.5,10,15,24,5,220,8,10,70,32,30,50,130,22,NA,135,60,22,20,65,16,7,15,7,28,100,15,15,28,44,8,3,8,NA,14,52,58,6,7,20,12,45,8,28,NA,48,NA
04032011weekIndiaAmritsar,75,15,13,40,38,5,270,15,30,120,NA,25,165,NA,34,NA,250,65,36,34,85,50,15,20,15,65,220,25,25,68,NA,16,4.5,NA,34,22,NA,NA,12,12.9,31,20,130,18,60,NA,55,NA
04042008weekIndiaAmritsar,45,12.5,9,30,38,3,200,12,20,80,NA,NA,135,160,24,300,160,110,37,36,100,20,12,15,10,50,140,18,18,42,75,7,7,NA,15,18,55,65,2,NA,18,15,120,20,40,140,67,NA
04052012weekIndiaAmritsar,70,16,20,40,54,5,460,16,15,120,150,NA,120,NA,27,NA,290,90,54,52,110,55,18,18,18,55,260,32,30,75,85,14,12,NA,30,24,NA,NA,8,14,33,20,180,20,55,NA,80,NA
04062010weekIndiaAmritsar,70,14,13,65,38,15,NA,NA,30,120,34,NA,165,7,36,NA,10,65,36,34,85,160,14,19,12,68,160,22,25,75,66,15,10,NA,17,22,NA,NA,12,30,42,19,66,15,58,NA,48,NA
04072008weekIndiaAmritsar,45,12.5,10,25,38,5,220,12,12,100,NA,NA,140,160,30,NA,170,110,35,35,100,20,12,16,10,53,150,18,18,45,75,7,10,NA,15,20,65,75,2,8,17.5,16,120,10,40,145,NA,NA
04082006weekIndiaAmritsar,40,11,10,25,34,10,120,10,15,80,NA,NA,NA,NA,15.6,NA,150,60,32,32,60,22,9,13,10,36,130,12,15,48,50,6,12,NA,60,15,32,40,5,8,21,13,27,15,46,48,50,7.5999999
04092009weekIndiaAmritsar,80,14,13,25,40,5,180,15,20,120,NA,20,165,NA,36,NA,230,65,36,36,85,35,14,16,10.5,72,200,22,22,50,60,14,15,NA,17,22,NA,NA,10,12,33,18,160,25,45,NA,50,NA
04112005weekIndiaAmritsar,34,7.5,7,15,24,5,220,8,16,70,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,20,8,NA,NA,14,52,58,6,7,20,12,45,16,28,NA,48,NA
04112011weekIndiaAmritsar,70,16,NA,80,42,15,NA,NA,50,140,33,NA,120,10,36,NA,8,80,42,40,80,160,18,20,18,55,240,30,30,76,90,30,17,NA,14,28,32,NA,12,14,45,20,75,10,62,NA,80,NA
04122009weekIndiaAmritsar,84,17,13,25,40,5,200,15,15,120,NA,15,165,NA,36,NA,240,65,38,36,85,45,14,18,12,72,160,22,22,80,66,20,20,NA,18,22,NA,NA,10,12,39,18,160,35,55,NA,48,NA
05012007weekIndiaAmritsar,38,12,12,25,45,10,140,10,12,80,NA,NA,140,120,24,NA,160,70,39,40,80,22,12,15,10,40,130,12,15,48,50,15,5,34,90,15,35,40,5,8,19,15,27,15,50,54,54,10
05022010weekIndiaAmritsar,84,17,13,50,40,15,NA,NA,25,120,45,NA,165,8,36,NA,10,65,40,36,85,160,14,19,12,72,160,22,22,90,66,20,20,NA,17,22,NA,NA,12,20,42,19,66,10,62,NA,48,NA
05032010weekIndiaAmritsar,80,17,13,50,40,15,NA,NA,25,120,40,NA,165,6,36,NA,10,65,40,36,85,160,14,19,12,72,160,22,25,90,66,20,16,NA,17,22,NA,NA,12,20,42,19,66,15,62,NA,48,NA
05052006weekIndiaAmritsar,36,10,8,20,24,5,225,8,15,70,32,30,50,135,NA,NA,135,60,28,25,65,18,10,15,8,34,130,16,15,35,47,10,8,NA,NA,14,33,40,6,7,22,12,45,14,35,52,48,NA
05062009weekIndiaAmritsar,42,13,13,35,30,5,160,14,18,110,NA,15,170,NA,30,NA,200,65,35,28,90,32,14,15,10.5,60,170,22,22,55,60,10,8,NA,15,20,NA,NA,NA,11,27,15,140,10,40,NA,50,NA
05082011weekIndiaAmritsar,72,16,16,60,42,15,NA,NA,45,120,33,NA,105,15,34,NA,12,NA,40,42,75,130,16,20,18,55,235,28,29,75,78,30,15,NA,10,28,NA,NA,13.9,19,35,18,73,15,72,NA,70,NA
05092008weekIndiaAmritsar,45,12.5,10,20,40,5,220,12,15,80,NA,NA,140,160,NA,NA,170,110,38,37,100,25,12,15,12,55,150,18,18,45,72,12,10,NA,18,18,50,60,3,8,22,16,120,15,38,130,60,NA
05102007weekIndiaAmritsar,40,12,12,25,32,10,180,12,15,80,NA,NA,130,160,24,NA,160,72,32,30,76,20,12,16,12,40,140,12,16,44,54,20,10,NA,12,16,35,40,2,7,16,16,100,20,40,115,55,NA
05102012weekIndiaAmritsar,68,17,22,50,65,8,490,20,20,160,150,NA,120,NA,39,NA,290,90,60,60,110,55,18,18,18,70,260,32,30,82,100,12,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
05112010weekIndiaAmritsar,68,15,13,35,38,5,265,10,20,120,NA,15,185,NA,36,NA,250,65,36,34,85,40,15,20,15,60,180,22,22,65,66,25,10,NA,18,22,NA,NA,10,12,33,20,180,30,60,NA,50,NA
05122008weekIndiaAmritsar,48,13,10,30,38,10,220,14,25,110,NA,NA,150,160,32,NA,220,120,36,35,110,25,12,15,10,60,150,18,18,50,80,18,6,NA,16,21,55,65,5,10,21,16,140,30,50,125,48,NA
06012006weekIndiaAmritsar,34,7.5,7,20,24,5,200,8,10,70,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,8,NA,NA,14,52,58,6,7,20,12,45,10,28,52,48,NA
06012012weekIndiaAmritsar,72,16,16,50,54,7,400,15,10,120,NA,30,120,NA,40,NA,305,90,54,52,110,55,18,18,18,50,260,32,30,68,84,12,5,NA,20,22,NA,NA,8,14,34,20,180,20,60,NA,80,NA
06022009weekIndiaAmritsar,45,12,12,30,38,5,200,14,15,120,NA,NA,140,160,NA,NA,180,120,42,40,110,30,14,9.5,12,52,150,20,20,52,76,15,4,NA,10,19,50,52,5,12,25,9,150,11,38,NA,45,NA
06032009weekIndiaAmritsar,45,12.5,10,30,40,5,180,14,18,100,NA,15,125,NA,24,NA,180,60,38,38,100,30,10,14,10,62,160,20,20,45,60,19,4,NA,8,17,NA,NA,NA,10,25,14,130,12,38,NA,45,NA
06042012weekIndiaAmritsar,65,16,18,60,54,16,NA,NA,40,120,33,150,120,5,28,NA,8,90,54,52,110,180,18,18,18,60,260,30,30,80,90,30,10,NA,10,23,NA,NA,14,26,55,20,80,15,60,NA,80,NA
06052005weekIndiaAmritsar,34,9.5,10,15,24,5,220,8,10,NA,32,30,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,70,15,15,28,44,6,5,NA,NA,14,58,52,6,7,20,12,45,8,28,100,48,NA
06052011weekIndiaAmritsar,80,16,14,50,44,5,272,15,30,120,NA,25,165,NA,34,NA,250,65,40,42,85,45,16,22,16,60,235,25,25,75,NA,10,10,NA,34,26,NA,NA,12,12.9,34,20,130,32,68,NA,55,NA
06062008weekIndiaAmritsar,45,12.5,12,25,38,5,200,12,12,70,NA,NA,140,160,30,325,160,95,36,35,100,20,12,16,10,52,140,18,18,45,70,5,7,NA,15,18,55,70,2,8,17.5,16,120,12,40,130,62,NA
06072007weekIndiaAmritsar,38,12,12,26,35,10,180,12,12,70,12,15,130,160,24,NA,155,70,34,32,80,20,12,15,10,40,130,12,16,46,54,14,15,NA,12,16,35,40,3,6,15.5,15,110,20,44,120,56,NA
06072012weekIndiaAmritsar,68,16,22,50,58,6,490,20,15,140,150,NA,120,NA,28.799999,NA,290,90,54,52,110,55,18,18,18,70,260,32,30,82,95,8,15,NA,30,26,NA,NA,8,14,34,20,240,15,52,NA,80,NA
06082010weekIndiaAmritsar,68,15,13,50,38,10,NA,NA,35,120,32,NA,165,10,36,NA,10,65,36,32,85,160,15,20,13,60,160,22,25,72,66,40,15,NA,17,22,NA,NA,12,30,40,20,73,20,65,NA,48,NA
06102006weekIndiaAmritsar,40,12,12,20,42,10,140,10,15,70,NA,30,65,120,20,NA,160,80,39,40,75,22,10,14,10,38,130,12,15,50,48,8,12,NA,70,13,35,40,5,8,20,14,0,20,54,52,53,9.5
06112009weekIndiaAmritsar,84,16,13,NA,40,15,200,NA,22,120,40,NA,165,NA,36,NA,240,65,38,36,85,160,14,20,12,72,160,22,NA,80,60,25,20,NA,10,22,NA,NA,10,12,42,20,66,20,58,NA,48,NA
06122013weekIndiaAmritsar,68,18,18,50,60,13,460,22,15,150,150,NA,120,110,48,NA,300,93,60,50,110,50,22,22,18,66,300,35,33,82,80,45,20,NA,26,30,35,70,15,16,35,22,260,30,64,NA,75,NA
07012005weekIndiaAmritsar,34,9.5,10,20,24,5,220,8,6,60,32,30,50,130,22,0,135,60,22,20,65,16,7,15,7,28,100,15,15,28,44,6,5,8,NA,14,52,58,6,7,20,12,45,5,28,48,50,NA
07012011weekIndiaAmritsar,75,15,13,35,38,5,270,15,25,140,NA,25,165,NA,38,NA,250,65,36,34,85,50,15,20,15,65,220,23,23,68,66,50,5,NA,NA,22,NA,NA,12,12,34,20,NA,30,60,NA,55,NA
07042006weekIndiaAmritsar,34,11,8,20,24,5,220,8,12,50,32,30,50,130,NA,NA,135,60,22,21,65,16,10,15,8,30,100,15,15,30,44,10,8,NA,NA,14,33,40,6,7,21,12,45,12,28,52,48,NA
07052010weekIndiaAmritsar,70,14,13,15,38,NA,7,NA,60,36,42,33,165,10,80,22,12,65,38,34,85,66,14,19,12,68,120,25,250,75,66,20,15,NA,200,22,NA,NA,30,18,160,19,5,35,55,160,48,NA
07072006weekIndiaAmritsar,40,10,7.25,20,29,12,120,10,10,85,NA,NA,55,NA,14.5,NA,135,62,30,32,62,21,7.5,13,10,35,130,15,16,48,45,8,10,9,72,14,32,40,7,8,21,13,30,30,48,52,46,32
07082009weekIndiaAmritsar,44,13,13,30,35,5,180,14,20,110,NA,20,165,NA,36,NA,200,65,34,30,85,32,14,15,10.5,60,170,22,22,50,60,12,12,NA,15,20,NA,NA,NA,11,28,15,140,23,40,NA,50,NA
07092007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,15.5,130,160,24,NA,170,72,36,35,76,20,12,16,12,40,140,12,16,46,54,22,10,NA,12,16,35,40,2,7,15.5,16,100,20,40,115,52,NA
07092012weekIndiaAmritsar,68,17,22,50,65,8,490,20,20,160,150,NA,120,NA,39,NA,290,90,60,60,110,55,18,18,18,70,260,32,30,82,100,12,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
07102011weekIndiaAmritsar,72,16,NA,70,42,15,NA,NA,40,140,33,NA,80,14,36,NA,8,75,40,36,80,140,18,20,18,55,235,30,30,75,80,35,20,NA,12,28,NA,NA,12,14,40,18,NA,15,65,NA,70,NA
07112008weekIndiaAmritsar,48,13,10,25,37,10,220,14,20,90,NA,NA,150,180,30,NA,210,120,35,48,110,17,12,15,10,60,150,18,18,48,80,13,15,NA,16,20,50,60,5,11,21,16,140,40,60,125,47,NA
07122007weekIndiaAmritsar,44,12.5,9,25,38,3,180,12,10,80,NA,NA,100,160,30,400,150,90,38,36,95,25,12,14,10,40,140,12,16,40,60,12,10,NA,18,18,45,55,2,8,17,16,120,15,40,125,56,NA
07122012weekIndiaAmritsar,68,17,18,50,65,8,490,20,15,140,150,NA,120,NA,40,NA,290,90,60,60,110,55,18,18,18,65,260,32,30,82,100,10,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
08012010weekIndiaAmritsar,84,17,13,25,40,5,200,15,10,120,NA,15,165,NA,36,NA,255,65,38,36,85,42,14,19,12,72,160,22,22,85,66,25,10,NA,18,22,NA,NA,10,12,46,19,160,15,62,NA,48,NA
08042005weekIndiaAmritsar,34,9.5,10,15,24,5,220,8,10,70,32,30,50,130,NA,NA,135,60,22,20,65,16,7,15,7,28,100,15,15,28,44,5,3,8,NA,14,52,58,6,7,20,12,45,8,28,NA,48,NA
08042011weekIndiaAmritsar,80,16,14,60,42,5,272,15,30,120,NA,25,165,NA,34,NA,245,65,40,NA,85,45,16,22,16,60,220,25,25,75,NA,10,10,NA,34,26,NA,NA,12,12.9,34,20,130,32,68,NA,55,NA
08052009weekIndiaAmritsar,42,12.5,11,30,35,5,160,14,15,100,NA,15,170,NA,30,NA,200,90,33,28,90,32,11.15,15,10,60,160,20,20,55,60,10,8,NA,9,20,NA,NA,NA,10,27,15,140,10,45,NA,56,NA
08062007weekIndiaAmritsar,32,12,10,25,26,10,160,12,10,80,12,15,130,140,24,NA,150,70,25,24,80,20,12,15,12,40,140,12,16,40,56,6,8,NA,14,15,35,40,2,6,16,15,110,10,35,115,56,8.6999998
08062012weekIndiaAmritsar,68,16,20,50,60,6,490,20,16,140,150,NA,120,NA,28.799999,NA,290,90,52,50,110,55,18,18,18,58,260,32,30,82,95,8,15,NA,30,26,NA,NA,8,14,34,20,240,10,58,NA,80,NA
08072005weekIndiaAmritsar,34,9.5,10,20,24,5,220,8,6,70,32,30,50,130,22,NA,135,60,22,20,65,16,NA,15,7,28,100,15,15,28,44,6,5,8,NA,14,52,58,6,7,20,12,45,5,28,NA,48,NA
08072011weekIndiaAmritsar,72,16,15,50,42,5,300,15,13,120,NA,30,NA,NA,34,NA,270,NA,40,42,75,38,16,20,16,55,135,28,28,78,78,10,10,NA,14,26,NA,NA,12,13.9,33,18,130,15,72,NA,70,NA
08082008weekIndiaAmritsar,45,12.5,10,20,40,5,220,12,10,90,NA,NA,140,180,NA,NA,175,110,40,38,110,25,12,15,12,60,150,18,18,50,75,10,6,NA,18,16,50,60,3,8,21,16,120,15,40,130,65,NA
08092006weekIndiaAmritsar,40,12,9,40,36,10,120,10,20,70,NA,30,65,96,15.6,NA,150,80,34,35,75,22,10,13,10,36,130,12,15,44,55,8,10,NA,60,15,32,40,5,8,25,13,47,28,48,52,55,9.5
08102010weekIndiaAmritsar,68,15,13,35,38,5,260,10,20,120,NA,15,165,NA,36,NA,250,65,36,34,85,40,15,20,15,55,180,22,22,70,66,25,10,NA,18,22,NA,NA,10,12,32,20,180,40,66,NA,50,NA
08122006weekIndiaAmritsar,38,12,12,20,44,10,140,10,10,70,NA,34,140,120,24,NA,160,70,39,40,80,22,12,14,10,38,130,12,15,48,48,8,8,34,70,14,32,40,5,8,21,14,27,15,50,52,52,10
09012009weekIndiaAmritsar,48,13,10,35,34,5,225,14,25,110,NA,NA,140,160,NA,NA,220,120,35,32,110,28,12,15,10,58,150,19,18,42,75,23,6,NA,18,20,54,62,5,10,22.5,16,145,13,47,NA,46,NA
09022007weekIndiaAmritsar,36,12,12,25,36,10,140,12,15,80,NA,NA,100,120,24,200,150,80,35,35,85,20,12,14,10,38,130,12,15,44,50,20,4,32,100,15,35,40,5,8,18,15,30,10,46,52,50,10.3
09032012weekIndiaAmritsar,70,16,16,60,54,16,NA,NA,40,140,33,150,120,5,40,NA,8,90,54,52,110,180,18,18,18,50,260,30,30,68,90,30,10,NA,10,22,NA,NA,14,30,55,20,80,15,60,NA,80,NA
09042010weekIndiaAmritsar,72,15,13,60,40,15,NA,NA,30,120,35,NA,165,6,36,NA,10,65,40,36,85,160,14,19,12,68,160,22,25,75,66,15,13,NA,17,22,NA,NA,12,20,42,19,66,15,52,NA,48,NA
09052008weekIndiaAmritsar,45,12.5,10,25,38,5,200,12,15,70,NA,NA,140,160,30,325,160,95,37,35,100,20,12,16,10,55,140,18,18,45,74,6,7,NA,15,18,50,62,2,8,18.5,16,120,15,40,130,60,NA
09062006weekIndiaAmritsar,35,9.75,9,25,26,10,160,8,9,80,NA,15,50,120,18,250,140,60,40,32,65,26,10,15,8,40,130,15,17,33,47,8,9,NA,100,14,32,40,7,8,22,12,35,10,34,47,48,7.5
09072010weekIndiaAmritsar,68,15,13,65,38,NA,NA,NA,30,120,32,NA,165,10,36,NA,10,65,36,32,85,160,15,19,12,65,160,22,25,72,66,25,13,NA,17,22,NA,NA,12,30,42,19,66,20,65,NA,48,NA
09092005weekIndiaAmritsar,34,9.5,7,15,24,5,220,8,15,70,32,NA,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,13,28,44,14,6,NA,NA,14,58,52,6,7,20,12,45,10,28,NA,48,NA
09092011weekIndiaAmritsar,72,17,16,75,48,15,NA,NA,35,140,33,NA,NA,14,36,NA,12,NA,48,45,70,140,16,20,18,55,235,28,30,75,78,15,20,NA,12,28,NA,NA,12,20,38,18,NA,10,65,NA,64,NA
09102009weekIndiaAmritsar,80,14,13,35,40,5,180,15,20,120,NA,15,165,NA,36,NA,240,65,38,36,85,35,14,17,10.5,72,200,22,NA,70,58,23,20,NA,NA,22,NA,NA,10,12,33,18,160,20,45,NA,48,NA
09112012weekIndiaAmritsar,68,17,18,50,65,8,490,20,15,140,150,NA,120,NA,40,NA,290,90,60,60,110,55,18,18,18,65,260,32,30,82,100,10,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
09122011weekIndiaAmritsar,70,16,NA,50,NA,7,380,15,10,120,NA,40,120,NA,38.400002,NA,295,82,NA,NA,80,45,18,20,18,45,240,32,30,70,70,15,10,NA,20,28,32,NA,8,12,35,20,160,30,55,NA,80,NA
